,Title,Published_date,Views,Likes,View,Month
1079,Live Discussion - How To Read Text From Images Using Pytesseract,2020-06-29,41572,872,41572,Jun
1080,Live Discussion - How To Read Text From Images Using Pytesseract,2020-06-29,7007,229,7007,Jun
1081,Live Discussion - How To Read Research Papers As A Data Scientist,2020-06-28,5569,206,5569,Jun
1082,Live Discussion of Resume Of Data Scientist,2020-06-27,17163,542,17163,Jun
1083,Live Discussion of Resume Of Data Scientist,2020-06-27,4170,267,4170,Jun
1084,Encoder And Decoder- Neural Machine Learning Language Translation Tutorial With Keras- Deep Learning,2020-06-27,77502,1126,77502,Jun
1085,How To Prepare For Applying Freelancing Jobs For Data Science,2020-06-26,15332,604,15332,Jun
1086,Amazing Guidelines For Creating GitHub Profiles For Data Scientist,2020-06-25,34853,1160,34853,Jun
1087,Impact Of Artificial Intelligence On Employment- Data Science,2020-06-24,5960,243,5960,Jun
1088,Indian Paper Currency Predictor- Data Science Projects From Subscribers,2020-06-23,6148,209,6148,Jun
1089,Deployment Of Machine Learning PIPELINES Using Dockers and Kubernetes,2020-06-23,44075,850,44075,Jun
1090,Biggest Hurdles In AI Adoption Faced By Executives And Companies| Data Science,2020-06-22,2733,131,2733,Jun
1091,Live Q&A -  Future Videos To Come Regarding Data Science,2020-06-21,4112,147,4112,Jun
1092,All Automated Machine Learning Libraries At One Place- Project From Subscribers,2020-06-21,7248,315,7248,Jun
1093,Interesting Facts And Stats On Artificial Language,2020-06-20,2639,127,2639,Jun
1094,How To Debug Logs And Web Application In Heroku|Data Science,2020-06-20,35012,561,35012,Jun
1095,Building Automated Exploratory Data Analysis Project- Project From Subscriber,2020-06-20,13609,544,13609,Jun
1096,Important Point To Consider When Implementing Data Science Projects & Interviews-Must For Everyone,2020-06-19,5341,408,5341,Jun
1097,Twitter Tweet's Analyzer Using Streamlit Web App- Projects From Subscribers,2020-06-19,9141,262,9141,Jun
1098,Deploy Streamlit WebApp ML Models In Heroku(PAAS)- Data Science,2020-06-18,23738,480,23738,Jun
1099,The Correct Guidance To Learn Deep Learning Techniques|Sharing My Experience,2020-06-17,15871,913,15871,Jun
1100,Be Aware Of Data Science Job Description And Assignment,2020-06-16,17083,989,17083,Jun
1101,Sequence To Sequence Learning With Neural Networks| Encoder And Decoder In-depth Intuition,2020-06-16,108095,2287,108095,Jun
1102,Salary By Developer Type Based On Experience|Analyzing Stack Overflow Developer Survey 2020,2020-06-15,3133,98,3133,Jun
1103,Live Q&A  Data Science,2020-06-14,4426,141,4426,Jun
1104,How To Perform Post Pruning In Decision Tree? Prevent Overfitting- Data Science,2020-06-14,37123,864,37123,Jun
1105,Most Popular Databases Used By Professionals,2020-06-14,5228,154,5228,Jun
1106,"Most Loved, Dreaded And Wanted Programming Languages",2020-06-13,14297,140,14297,Jun
1107,Deploy Machine Learning Models Using StreamLit Library- Data Science,2020-06-13,95956,1508,95956,Jun
1108,Hummingbird-Run Traditional Machine Learning model on Deep Neural Network frameworks-Data Science,2020-06-13,17724,284,17724,Jun
1109,Develop Your First Deep Learning End To End Project As A Beginner In Data Science in 30 minutes,2020-06-12,42577,969,42577,Jun
1110,Give Away Results Of Abhishek Thakur New Books- Best Of Luck,2020-06-11,3905,151,3905,Jun
1111,4 End To End Projects Till Deployment For Beginners In Data Science| All You Have To Do Is Learn,2020-06-10,62168,2393,62168,Jun
1112,How To Convert Business Ideas And Opportunities Into Data Science Projects?,2020-06-10,6889,317,6889,Jun
1113,Is Age A Barrier To Get Into Data Science? Misconception,2020-06-09,19947,798,19947,Jun
1114,"Guidance Towards Data Science|Panel Discussion With Dhaval, Ken Jee And Data Professor",2020-06-08,13695,732,13695,Jun
1115,All You Want To Know About Kaggle-  Podcast With Abhishek Thakur Kaggle Grandmaster- Give Away Books,2020-06-07,30468,1468,30468,Jun
1116,Perform EDA In Seconds With Visualization Using SweetViz Library,2020-06-06,26936,1087,26936,Jun
1117,Tips For Resume Preparation For None Coding Background For Data Science- Podcast Summary,2020-06-06,4517,184,4517,Jun
1118,Free Statistics Community Live Classes For All|Initiative To Give To Data Science Community,2020-06-05,12049,633,12049,Jun
1119,Successful Transition From Finance Domain To Data Science- Author Of PyCaret| Podcast Summary,2020-06-05,2149,69,2149,Jun
1120,Should We Learn All Data Science LifeCycle Even Though We Have Automated Libraries|Author Of PyCaret,2020-06-05,2869,114,2869,Jun
1121,How To Read And Process Huge Datasets in Seconds Using Vaex Library| Data Science| Machine Learning,2020-06-04,24396,751,24396,Jun
1122,Perform Exploratory Data Analysis In Minutes- Data Science| Machine Learning,2020-06-03,70048,2140,70048,Jun
1123,Best Website Blogs For Data Science Tutorials|Important For Everyone,2020-06-02,10342,520,10342,Jun
1124,Julia Vs R Vs Python Programming Language For Data Science,2020-06-01,13940,372,13940,Jun
1125,Python Vs R Programming Language- Which One Should You Choose?,2020-05-31,15702,469,15702,May
1126,Top Data Science Communities to Join For Learning | Must For Making Transition To Data Science,2020-05-31,21095,640,21095,May
1127,StackOverflow Developer Survey 2020 Overview,2020-05-30,2207,75,2207,May
1128,Implement Kaggle Fake News Classifier Using Bidirectional LSTM RNN,2020-05-30,28012,621,28012,May
1129,Bidirectional RNN Indepth Intuition- Deep Learning Tutorial,2020-05-30,55186,1370,55186,May
1130,How To Contribute To Open Source Data Science Projects And Libraries,2020-05-29,15934,674,15934,May
1131,Blue Yeti Mic Unboxing - Best Mic For Youtube Videos Recordings,2020-05-28,1811,83,1811,May
1132,Data Science Vs Data Mining,2020-05-28,17950,568,17950,May
1133,Live Q&A DATA SCIENCE,2020-05-27,3364,103,3364,May
1134,Whether Data Science Is Becoming Software Engineering?,2020-05-26,7718,342,7718,May
1135,Stock Price Prediction And Forecasting Using Stacked LSTM- Deep Learning,2020-05-25,429972,7916,429972,May
1136,How To Create Your Own Brand As A Data Scientist? Yes You Can Do It,2020-05-24,9695,471,9695,May
1137,Conversation with the Author of PyCaret-Career Transition from Finance to Data Science,2020-05-24,5597,244,5597,May
1138,Lets Implement LSTM RNN Models For Univariate Time Series Forecasting- Deep Learning,2020-05-23,92399,1585,92399,May
1139,"Docker Tutorial 6- Writing, Building And Running Docker Image| Machine Learning",2020-05-23,38724,639,38724,May
1140,Why OOPS Concepts Is Must For Implementing Complex Data Science Projects,2020-05-22,12693,551,12693,May
1141,Did You Improve Your Productivity During This Lockdown?- Data Science - Sharing My Experience,2020-05-21,4652,228,4652,May
1142,Docker Tutorial 5- Understanding Docker Commands- Machine Learning,2020-05-21,28644,755,28644,May
1143,Atmanirbhar- Let's Become Specialized Data Scientist,2020-05-20,8765,608,8765,May
1144,Docker Tutorial 4-Docker Installation instructions In Windows And Other OS | Machine Learning,2020-05-20,33685,439,33685,May
1145,Kaggle Faker News Classifier Using LSTM- Deep LEarning| Natural Language Processing,2020-05-19,95077,1699,95077,May
1146,Successful Transition Story From Civil Engineer To A Data Scientist,2020-05-18,44102,1201,44102,May
1147,Live Q&A Data Science,2020-05-17,11693,374,11693,May
1148,Please Help Each Other To Pass This Crisis- Motivation(Important For Everyone),2020-05-17,2145,173,2145,May
1149,Docker Tutorial 3-Deploying Machine Learning Models Using Flask And Flasgger,2020-05-17,44517,781,44517,May
1150,Docker Tutorial 2- Building A Flask App For A Bank Note Authentication,2020-05-16,59992,1300,59992,May
1151,Successful Transition Story From Mechanical Engineer To A Data Scientist,2020-05-16,51207,1539,51207,May
1152,How To Stay Relevant in Data Science Industry- Sharing My Experience,2020-05-15,5468,308,5468,May
1153,"Docker Tutorial 1- Why and What is Docker, Dockers Containers, Virtualization In Machine Learning",2020-05-14,114837,3036,114837,May
1154,Gradient Boosting Complete Maths Indepth Intuiton Explained| Machine Learning- Part2,2020-05-14,92167,1970,92167,May
1155,Neural Network 3d Visualization Framework- Deep Learning,2020-05-13,4749,233,4749,May
1156,Develop your Neural Network Like A Google Deep Learning Developer,2020-05-12,33956,1348,33956,May
1157,Gradient Boosting In Depth Intuition- Part 1 Machine Learning,2020-05-11,176391,3743,176391,May
1158,Feedback Regarding The Initiative To Give Back To The Data Science Community- Ft: Ineuron,2020-05-10,2680,156,2680,May
1159,Implementing Word Embedding Using Keras- NLP | Deep Learning,2020-05-10,87086,1840,87086,May
1160,Machine Learning Challenge Or Competition For EveryOne Ft: Ineuron,2020-05-09,5152,197,5152,May
1161,My Laptop Lenovo Legion Y 540 Performance After Using 1 Month,2020-05-09,37061,925,37061,May
1162,Word Embedding - Natural  Language Processing| Deep Learning,2020-05-08,145592,3335,145592,May
1163,FAKE NEWS CLASSIFIER WITH MACHINE LEARNING ALGORITHMS USING Natural Language Processing- PART 2,2020-05-08,32191,491,32191,May
1164,FAKE NEWS CLASSIFIER WITH MACHINE LEARNING ALGORITHMS USING Natural Language Processing- PART 1,2020-05-07,90254,1381,90254,May
1165,Free Data Science Project Architecture And Resume Building Sessions- Giving Back To DS Community,2020-05-06,11204,599,11204,May
1166,All About Recessions And Its Impact Due To These Recent Events,2020-05-05,6695,314,6695,May
1167,Machine Learning-Bias And Variance In Depth Intuition| Overfitting Underfitting,2020-05-04,242019,7049,242019,May
1168,Who Are My Channel Audience? (Important Message For Everyone),2020-05-03,10861,989,10861,May
1169,Natural Language Processing|TF-IDF Intuition| Text Prerocessing,2020-05-02,223549,6042,223549,May
1170,Natural Language Processing|Bag Of Words Intuition,2020-05-02,166688,3557,166688,May
1171,Natural Language Processing| Stemming And Lemmatization Intuition,2020-05-02,122109,2782,122109,May
1172,Maths Intuition Behind Support Vector Machine Part 2 | Machine Learning Data Science,2020-05-02,192671,5173,192671,May
1173,Are Certification Necessary For Data Science?,2020-05-01,30042,1497,30042,May
1174,How To Develop Multi Output Regression Models With Python- Machine Learning,2020-05-01,21105,390,21105,May
1175,Impacts On Hiring For Jobs Due To The Recent Events,2020-04-30,12011,574,12011,Apr
1176,Hottest Domains To Work To Get Into Data Science Careers,2020-04-29,20708,902,20708,Apr
1177,Support Vector Machine (SVM) Basic Intuition- Part 1| Machine Learning,2020-04-28,345285,8036,345285,Apr
1178,How To visualize Decision Tree In Random Forest- Machine Learning,2020-04-28,14691,271,14691,Apr
1179,Easy Way To Visualize Decision Tree- Machine Learning Algorithm,2020-04-27,21182,415,21182,Apr
1180,Automate Anomaly Detection Using Pycaret -Data Science And Machine Learning,2020-04-27,34234,726,34234,Apr
1181,Who Is The Best Person To Judge You? Motivational Talks,2020-04-26,3277,277,3277,Apr
1182,Live Q&A Data Science,2020-04-26,5207,207,5207,Apr
1183,Free Python Live Sessions For Data Science-  Initiative To Give Back To Data Science Community,2020-04-25,11448,443,11448,Apr
1184,Step By Step Process To Learn Machine Learning Algorithm Efficiently,2020-04-24,66745,2918,66745,Apr
1185,Do Not Memorize Code In Data Science. Just Google It(Important For Freshers And Experienced),2020-04-23,37804,2279,37804,Apr
1186,Giving Back To The Data Science Community Initiative- Free Tableau and Power BI Live Sessions,2020-04-22,17269,716,17269,Apr
1187,Tutorial 49- How To Apply Naive Bayes' Classifier On Text Data (NLP)- Machine Learning,2020-04-21,105172,2160,105172,Apr
1188,Tutorial 48- Naive Bayes' Classifier Indepth Intuition-  Machine Learning,2020-04-20,289140,6961,289140,Apr
1189,Tutorial 47- Bayes' Theorem| Conditional Probability- Machine Learning,2020-04-19,272236,5325,272236,Apr
1190,Solving Kaggle Credit Card Fraud Detection Using Pycaret Library- Data Science,2020-04-18,20397,533,20397,Apr
1191,Sharing My Experience- How Teaching Has Improved My Data Science Skills,2020-04-17,2143,175,2143,Apr
1192,Automate LifeCycle Of Data Science Projects By Using This Open Source Library,2020-04-14,12056,422,12056,Apr
1193,Teachable  Machine By Google- Train Your Model With Ease,2020-04-13,16094,399,16094,Apr
1194,How to Build A Data Science Portfolio That Can Get You Jobs?,2020-04-12,56729,2620,56729,Apr
1195,Live Q&A Data Science,2020-04-12,3720,169,3720,Apr
1196,Tutorial 42-How To Find Optimal Threshold For Binary Classification - Data Science,2020-04-11,68906,1363,68906,Apr
1197,How Should You Explain Your Data Science Projects To Recruiters?- Must Watch For Everyone,2020-04-10,89817,3876,89817,Apr
1198,Tutorial 12 PowerQuery DateTime Functions,2020-04-10,4921,78,4921,Apr
1199,Tutorial 11 PowerQuery Merge Queries,2020-04-10,3893,66,3893,Apr
1200,Tutorial 10 PowerQuery Append Queries,2020-04-10,4117,60,4117,Apr
1201,Tutorial 9 - PowerQuery Text Transformation,2020-04-10,5185,67,5185,Apr
1202,Tutorial 8-Power Query Add And Transform Column,2020-04-10,5962,72,5962,Apr
1203,Tutorial 7- Data Types In PowerBI,2020-04-10,7905,98,7905,Apr
1204,Tutorial 6- Introduction And In Depth Understanding of Power Query(ETL),2020-04-10,11074,129,11074,Apr
1205,Tutorial 5- Introduction To Power BI Desktop,2020-04-10,9638,106,9638,Apr
1206,Tutorial 4- Power BI Installation,2020-04-10,8963,92,8963,Apr
1207,Tutorial 3- Introduction To Power BI,2020-04-10,9545,98,9545,Apr
1208,Tutorial 2- What Is Business Intelligence?,2020-04-10,13171,149,13171,Apr
1209,Tutorial 1 Power BI Course Overview. What All We Will Learn?,2020-04-10,34299,411,34299,Apr
1210,Feature Engineering-How to Transform Data to Better Fit The Gaussian Distribution-Data Science,2020-04-09,26152,681,26152,Apr
1211,My Recording Gears For Data Science Videos,2020-04-07,4806,233,4806,Apr
1212,Tutorial 7- FAQ Chatbot Using RASA NLU- Conclusion and Further Work,2020-04-06,4738,66,4738,Apr
1213,Tutorial 6- FAQ Chatbot Using RASA NLU- Telegram Integration,2020-04-06,9296,82,9296,Apr
1214,Tutorial 5- FAQ Chatbot Using RASA NLU- FAQ Chatbot Implementation,2020-04-06,11861,86,11861,Apr
1215,Tutorial 4- FAQ Chatbot Using RASA NLU- FAQ Problem Statement,2020-04-06,7553,47,7553,Apr
1216,Tutorial 3- FAQ Chatbot Using RASA NLU- Introduction To RASA,2020-04-06,17690,143,17690,Apr
1217,Tutorial 2- FAQ Chatbot Using RASA NLU- Chatbot Introduction,2020-04-06,13965,80,13965,Apr
1218,Tutorial 1- FAQ Chatbot Using RASA NLU,2020-04-06,24527,152,24527,Apr
1219,Why Domain Knowledge Is Important For Data Scientist?,2020-04-05,3785,182,3785,Apr
1220,How Do I Learn Complex Topics In Machine Learning And Deep Learning?,2020-04-04,5575,318,5575,Apr
1221,Tableau Tutorial BI- Bar Graph KPI,2020-04-01,4965,51,4965,Apr
1222,Tableau Tutorial BI- Market Basket Analysis,2020-04-01,8172,82,8172,Apr
1223,Tableau Tutorial BI- Sunburst Pie Charts,2020-04-01,7175,58,7175,Apr
1224,Tutorial 8-Weather Chatbot Project Using Azure Luis- Conclusion,2020-04-01,3643,26,3643,Apr
1225,Tutorial 7-Weather Chatbot Project Using Azure Luis- Integration With Telegram,2020-04-01,3942,15,3942,Apr
1226,Tutorial 6-Weather Chatbot Project Using Azure Luis- Deployment Of Chatbot,2020-04-01,4868,21,4868,Apr
1227,Tutorial 5-Weather Chatbot Project Using Luis-  Building the Python App,2020-04-01,8615,45,8615,Apr
1228,Tutorial 4-Weather Chatbot Project Using Luis-  Building the Luis App,2020-04-01,11010,71,11010,Apr
1229,Tutorial 3- Weather Chatbot Project Using Luis-  Problem Statement,2020-04-01,7453,28,7453,Apr
1230,Tutorial 2-Weather Chatbot Project Using Azure Luis- Chatbot Introduction,2020-04-01,8997,50,8997,Apr
1231,Tutorial 1 Weather Chatbot Project Using Azure Luis Outline,2020-04-01,15893,87,15893,Apr
1232,"Tableau Tutorial BI- Scatter Plot, Bar Chart, Histogram",2020-03-31,7037,82,7037,Mar
1233,arXiv.org- Find Research Papers And Scholarly Articles In Data Science,2020-03-30,7326,218,7326,Mar
1234,Tutorial 28-MultiCollinearity In Linear Regression- Part 2,2020-03-29,92301,1511,92301,Mar
1235,Live Q&A Data Science- Charity Towards PM Relief Fund,2020-03-29,4737,226,4737,Mar
1236,Tableau Tutorial BI- Data Aggregation- Local And Global Aggregation- Continuation,2020-03-28,6168,66,6168,Mar
1237,Tableau Tutorial BI- Data Aggregation- Local And Global Aggregation,2020-03-28,8590,89,8590,Mar
1238,Utilize This Time For Learning Skills And Improving Productivity- Saturday Motivation,2020-03-28,2049,109,2049,Mar
1239,Tableau Tutorial BI- Data Connection & Charts,2020-03-28,13494,186,13494,Mar
1240,Tableau Tutorial BI -Tableau Overview,2020-03-27,33696,307,33696,Mar
1241,Tableau Tutorial BI -Tableau Pricing In Details,2020-03-27,13684,94,13684,Mar
1242,Tableau Tutorial BI -Project Architecture Of a BI Project,2020-03-27,11593,116,11593,Mar
1243,Tableau Tutorial BI-Tableau Desktop Architecture,2020-03-27,14557,134,14557,Mar
1244,Tableau Tutorial BI -Tableau Introduction,2020-03-27,16840,144,16840,Mar
1245,Friday Live Q&A- Data Science,2020-03-27,2217,110,2217,Mar
1246,Chatbot With Google Dialoglow-  Summary And Further Work,2020-03-27,6680,73,6680,Mar
1247,Chatbot With Google Dialoglow- Integration With Telegram,2020-03-27,9019,62,9019,Mar
1248,Chatbot With Google Dialoglow- Implementing The FulFillment,2020-03-27,12539,96,12539,Mar
1249,Chatbot With Google Dialoglow- Building The Solution,2020-03-27,14288,106,14288,Mar
1250,Chatbot With Google Dialogflow- Business Problem- Let's Build The Chatbot,2020-03-27,13254,114,13254,Mar
1251,Chatbot With Google Dialogflow- Understanding The Framework,2020-03-27,24858,276,24858,Mar
1252,Chatbot With Google Dialogflow- Chatbot Fundamentals,2020-03-27,20540,117,20540,Mar
1253,End to End Chatbot with Deployment And Custom Service Integration,2020-03-27,37251,273,37251,Mar
1254,Live Q&A,2020-03-25,2707,178,2707,Mar
1255,Live Q&A Showing My Workspace,2020-03-25,2311,107,2311,Mar
1256,I have Reordered My Complete Machine Learning And Deep Learning Playlist- Complete it in 21 days,2020-03-25,6048,280,6048,Mar
1257,Interview Questions On Statistics - Data Science Interviews,2020-03-25,26689,840,26689,Mar
1258,Some Quick and Important Announcements,2020-03-25,4493,259,4493,Mar
1259,Spearman's rank correlation coefficient- Statistics,2020-03-24,63977,1350,63977,Mar
1260,Tutorial 34- LSTM Recurrent Neural Network In Depth Intuition,2020-03-24,170860,2623,170860,Mar
1261,Time Management- How Do I Efficiently Manage My Time?  My Experience- Motivation,2020-03-23,6438,360,6438,Mar
1262,Interview Questions On Decision Tree- Data Science,2020-03-23,35851,1137,35851,Mar
1263,Performance Metrics On MultiClass Classification Problems,2020-03-23,61945,1170,61945,Mar
1264,Time Complexity Of Machine Learning Models- Interview Questions- Data Science,2020-03-22,5543,184,5543,Mar
1265,Tutorial 36- Logistic Regression Mutliclass Classification(OneVsRest)- Part 3| Data Science,2020-03-21,94134,2038,94134,Mar
1266,Saturday Live Q&A,2020-03-21,2560,147,2560,Mar
1267,Performance Metrics Interview Questions- Data Science,2020-03-21,18277,488,18277,Mar
1268,Data Science Interview Questions- Multicollinearity In Linear And Logistic Regression,2020-03-20,36295,1015,36295,Mar
1269,What is Social Distancing?,2020-03-20,1272,69,1272,Mar
1270,Face Recognition Using Keras And Open CV Part 2- Model Creation And Testing,2020-03-20,30348,490,30348,Mar
1271,All About Membership In Krish's Channel,2020-03-20,31085,1728,31085,Mar
1272,How To Follow My Channel Playlist To Learn Data Science Efficiently,2020-03-19,14638,873,14638,Mar
1273,Forecasting Future Sales Using ARIMA and SARIMAX,2020-03-19,252772,4168,252772,Mar
1274,Face Recognition Using Keras And OpenCV- Part 1- Data Collection,2020-03-17,65144,1101,65144,Mar
1275,Uber Data Science Interview Process,2020-03-16,23574,798,23574,Mar
1276,Tutorial 33-  Installing Cuda Toolkit And cuDNN For Deep Learning,2020-03-15,152728,1641,152728,Mar
1277,E&Y Interview Process For Data Scientist- Job Referrals The Best Way to Get A Job,2020-03-14,51284,1604,51284,Mar
1278,Tutorial 13-Hadoop 2.X Yarn Architecture,2020-03-13,7171,142,7171,Mar
1279,Tutorial 12- Name Node Architecture,2020-03-13,2662,51,2662,Mar
1280,Web Scraping Reviews And Product Information From Flipkart- Showcasing Subscriber's Work,2020-03-13,13354,297,13354,Mar
1281,Amazon Data Science Interview- Part 1 & Internship Opportunities,2020-03-12,34585,919,34585,Mar
1282,Lecture 4- Bubble Sort -Competitive Programming Problem 2,2020-03-11,8117,195,8117,Mar
1283,Visibility Climate Prediction- You Can Add This In Your Resume,2020-03-11,29458,667,29458,Mar
1284,Lecture 3-  Competitive Programming Problem 1 Solution- Happy Holi!!,2020-03-10,17219,515,17219,Mar
1285,My Laptop Lenovo Legion Y 540 Unboxing For Deep Learning! Important Message At The Last,2020-03-10,70170,2410,70170,Mar
1286,Lecture 2- Competitive Programming- Problem Statement 1,2020-03-09,32396,744,32396,Mar
1287,Lecture 1-  Data Structures And Analysis Of Algorithms,2020-03-09,53495,1554,53495,Mar
1288,Tutorial 33- Chi Square Test Implementation with Python- Hypothesis Testing- Part 2,2020-03-08,78364,1219,78364,Mar
1289,What is Competitive Programming? Announcement Regarding Data Structure And Algorithms,2020-03-08,5752,340,5752,Mar
1290,Tutorial 11- Understanding The HDFS Design- Big Data Tutorial,2020-03-07,4233,65,4233,Mar
1291,Tutorial 10-Components Of Hadoop- Big Data Tutorial,2020-03-07,3984,62,3984,Mar
1292,Tutorial 9- Introduction To Hadoop - Big Data Tutorial,2020-03-07,3187,76,3187,Mar
1293,Tutorial 8-What Are The Problems IN Scaling Out- Big Data Tutorial,2020-03-07,3082,58,3082,Mar
1294,Live Q&A Data Science,2020-03-07,3893,258,3893,Mar
1295,"Tutorial 41-Performance Metrics(ROC,AUC Curve) For Classification Problem In Machine Learning Part 2",2020-03-06,176599,4207,176599,Mar
1296,Tutorial 40- Decision Tree Split For Numerical Feature,2020-03-06,92232,2269,92232,Mar
1297,Tutorial 7- What Is Scaling In Scaling Out- Big Data Tutorial,2020-03-06,13461,180,13461,Mar
1298,Tutorial 39- Gini Impurity Intuition In Depth In Decision Tree,2020-03-05,118818,2837,118818,Mar
1299,Tutorial 6-  Understanding Of Basic Hadoop Commands-Big Data Tutorial,2020-03-05,3338,51,3338,Mar
1300,Tutorial 5- Understanding Hadoop Command Linux- Big Data Tutorial,2020-03-05,8880,156,8880,Mar
1301,Tutorial 4- Basics  Of Linux And Practical Implementation- Big Data Tutorial,2020-03-04,7473,134,7473,Mar
1302,Tutorial 3- Hadoop System Setup- Big Data Tutorial,2020-03-04,15156,216,15156,Mar
1303,Tutorial 2- What All You Will Learn In This Big Data Series,2020-03-03,13152,315,13152,Mar
1304,Tutorial 1- Introduction of Big Data- Part 1,2020-03-03,31788,515,31788,Mar
1305,Tutorial 38- Decision Tree Information Gain,2020-03-03,166018,4034,166018,Mar
1306,Custom Ensemble Approach To Solve Machine Learning Problems,2020-03-02,3226,120,3226,Mar
1307,Tutorial 5- MongoDb With Python- Updating Records|Data Science,2020-02-29,11500,214,11500,Feb
1308,Tutorial 4- MongoDb With Python- Querying Json Documents|Data Science,2020-02-29,21282,349,21282,Feb
1309,Why And How Did I Get Into Data Science? Sharing My Data Science Experience In 20 min,2020-02-28,3004,168,3004,Feb
1310,Follow These Steps To Be Successful In IT Industries,2020-02-27,8448,453,8448,Feb
1311,Tutorial 36- Logistic Regression Indepth Intuition- Part 2| Data Science,2020-02-26,166173,3817,166173,Feb
1312,Tutorial 35- Logistic Regression Indepth Intuition- Part 1| Data Science,2020-02-25,232316,5120,232316,Feb
1313,Live Q&A Data Science,2020-02-23,4126,295,4126,Feb
1314,Sales Chat Bot Project Using Rasa NLU| Data Science,2020-02-23,18407,321,18407,Feb
1315,Resume Discussion for Data Science Role,2020-02-22,5029,187,5029,Feb
1316,Be A Guiding Star- Never Give Up|Saturday Motivation,2020-02-22,2881,265,2881,Feb
1317,Create Basic Conversational AI Chatbot using RASA NLU,2020-02-21,83246,1240,83246,Feb
1318,How To Learn Maths For Data Science By Self Study And For Free,2020-02-20,39995,1587,39995,Feb
1319,How To Learn Statistics By Self Study And For Free,2020-02-18,43427,1504,43427,Feb
1320,30 Days Interview Challenge For Data Science- Ft: Ineuron,2020-02-17,8572,427,8572,Feb
1321,Skillset Of Data Scientist In 2020 (Do not Miss this Video),2020-02-16,83152,3457,83152,Feb
1322,How To Translate Business Ideas Into Data Science Solutions,2020-02-15,2913,158,2913,Feb
1323,Advance House Price Prediction-Feature Selection,2020-02-15,50178,791,50178,Feb
1324,Skillset Of Data Analyst in 2020,2020-02-13,32696,1181,32696,Feb
1325,Interview Discussion- Solution For Tea Crop Prediction,2020-02-11,6588,298,6588,Feb
1326,Silver Play Button Unboxing #100k Subscribers strong,2020-02-10,3838,381,3838,Feb
1327,Live Q&A Join Our Affordable AI Course,2020-02-09,7309,304,7309,Feb
1328,Interview Discussion For Data Science- Solve This Use Case,2020-02-09,14944,380,14944,Feb
1329,How To Become A Data Analytics Manager(Rarest Role In Data Science),2020-02-08,11043,288,11043,Feb
1330,Tutorial 3- How To Connect Python With MongoDb- Pymongo Installation,2020-02-07,36485,476,36485,Feb
1331,Advance House Price Prediction-Feature Engineering Part 2,2020-02-06,55776,851,55776,Feb
1332,Tutorial 2- MongoDb Installation And Basic CRUD Operations,2020-02-06,26255,399,26255,Feb
1333,Tutorial 1- Why Do We Require MongoDB,2020-02-05,42248,859,42248,Feb
1334,Different Type Of Criticism And How To Handle Them?- Motivation,2020-02-04,3432,231,3432,Feb
1335,Advance House Price Prediction-Feature Engineering Part 1,2020-02-03,67584,1062,67584,Feb
1336,Live Q&A ANSWERING YOUR QUESTIONS,2020-02-02,3879,172,3879,Feb
1337,Gartner Hype Cycle For Artificial Intelligence 2019,2020-02-02,2710,69,2710,Feb
1338,"Is Data Science, Machine Learning, Deep Learning Evergreen Jobs?",2020-02-01,13707,264,13707,Feb
1339,Advance House Price Prediction- Exploratory Data Analysis- Part 2,2020-02-01,77724,1388,77724,Feb
1340,Advance House Price Prediction- Exploratory Data Analysis- Part 1,2020-01-31,254181,3076,254181,Jan
1341,How Should You Go Ahead In Preparing Data Science Interviews,2020-01-30,6594,414,6594,Jan
1342,How To Decide Whether Data Science Is Right For You?,2020-01-29,30506,783,30506,Jan
1343,Tutorial 6- Data Transformation Using QlikSense,2020-01-29,4268,48,4268,Jan
1344,Impact Of Artificial Intelligence On HealthCare,2020-01-28,5344,190,5344,Jan
1345,Tutorial 5- QlikSense Hubs And Dashboard,2020-01-28,2915,33,2915,Jan
1346,Tutorial 34- Performance Metrics For Classification Problem In Machine Learning- Part1,2020-01-27,220441,5058,220441,Jan
1347,Step By Step Action Plan For Learning Data Science in 2020,2020-01-26,248714,8873,248714,Jan
1348,Salary Of Data Scientist In India And US In 2020,2020-01-25,174844,4233,174844,Jan
1349,We Reached 100k Subscribers. This Video is Dedicated To You All,2020-01-25,1787,174,1787,Jan
1350,Tutorial 4- QlikSense Installation- Business Intelligence,2020-01-23,2883,41,2883,Jan
1351,"Tutorial 33- P Value,T test, Correlation Implementation with Python- Hypothesis Testing",2020-01-23,146638,2361,146638,Jan
1352,How To Do I Manage My Time Apart from My Professional Life,2020-01-22,4377,234,4377,Jan
1353,Tutorial 3- Who are the End Users Of BI Visualization Tools- QlikSense Tutorial,2020-01-22,2619,23,2619,Jan
1354,Tutorial 2- Why BI Visualization Tools Are Required?,2020-01-22,5914,76,5914,Jan
1355,Tutorial 1- What is Data Visualization and Its Importance?,2020-01-21,26710,324,26710,Jan
1356,What is Data Leakage In Machine Learning?,2020-01-20,36134,1823,36134,Jan
1357,LiveQ&A,2020-01-20,3207,182,3207,Jan
1358,How To Debug Python Code In Spyder IDE,2020-01-20,71717,691,71717,Jan
1359,Make_Pipelines using Sklearn- Hyperparameter Tuning - Machine Learning,2020-01-17,3132,83,3132,Jan
1360,Tutorial 7: Deploying Machine Learning Models In Azure Cloud,2020-01-17,64119,873,64119,Jan
